time,event,working,spares,broken,repair_queue,busy_repairers,good_machines
623.8220396278897,repair_finish,10,3,0,0,0,13
625.3461318718374,failure,10,2,0,0,0,12
625.3461318718374,repair_start,10,2,1,0,1,12
626.211184639555,repair_finish,10,3,0,0,0,13
627.2793476526705,failure,10,2,0,0,0,12
627.2793476526705,repair_start,10,2,1,0,1,12
627.7662002123203,repair_finish,10,3,0,0,0,13
646.9401643777603,failure,10,2,0,0,0,12
646.9401643777603,repair_start,10,2,1,0,1,12
648.2686183607492,repair_finish,10,3,0,0,0,13
660.2692910194347,failure,10,2,0,0,0,12
660.2692910194347,repair_start,10,2,1,0,1,12
661.8411775313925,repair_finish,10,3,0,0,0,13
662.9567046568743,failure,10,2,0,0,0,12
662.9567046568743,repair_start,10,2,1,0,1,12
663.0287839283993,repair_finish,10,3,0,0,0,13
679.7157997679436,failure,10,2,0,0,0,12
679.7157997679436,repair_start,10,2,1,0,1,12
681.1745526601693,failure,10,1,1,0,1,11
681.1745526601693,repair_queue,10,1,2,1,1,11
681.8508432654575,repair_finish,10,2,1,1,0,12
681.8508432654575,repair_start,10,2,1,0,1,12
682.0619428750326,repair_finish,10,3,0,0,0,13
686.3711127127988,failure,10,2,0,0,0,12
686.3711127127988,repair_start,10,2,1,0,1,12
688.1762314946985,repair_finish,10,3,0,0,0,13
690.8317566696388,failure,10,2,0,0,0,12
690.8317566696388,repair_start,10,2,1,0,1,12
693.2164663799836,failure,10,1,1,0,1,11
693.2164663799836,repair_queue,10,1,2,1,1,11
695.2689692300813,repair_finish,10,2,1,1,0,12
695.2689692300813,repair_start,10,2,1,0,1,12
695.9533523467876,repair_finish,10,3,0,0,0,13
697.0809738001191,failure,10,2,0,0,0,12
697.0809738001191,repair_start,10,2,1,0,1,12
698.7382010625369,failure,10,1,1,0,1,11
698.7382010625369,repair_queue,10,1,2,1,1,11
699.6365946563258,repair_finish,10,2,1,1,0,12
699.6365946563258,repair_start,10,2,1,0,1,12
700.8419371451549,repair_finish,10,3,0,0,0,13
715.7097718661589,failure,10,2,0,0,0,12
715.7097718661589,repair_start,10,2,1,0,1,12
717.1449668875345,repair_finish,10,3,0,0,0,13
724.2880498184618,failure,10,2,0,0,0,12
724.2880498184618,repair_start,10,2,1,0,1,12
724.9150996466193,repair_finish,10,3,0,0,0,13
737.2740853474942,failure,10,2,0,0,0,12
737.2740853474942,repair_start,10,2,1,0,1,12
737.7073388468185,repair_finish,10,3,0,0,0,13
738.3512554152296,failure,10,2,0,0,0,12
738.3512554152296,repair_start,10,2,1,0,1,12
739.3325535417717,failure,10,1,1,0,1,11
739.3325535417717,repair_queue,10,1,2,1,1,11
742.5815490732193,repair_finish,10,2,1,1,0,12
742.5815490732193,repair_start,10,2,1,0,1,12
744.1529225094368,repair_finish,10,3,0,0,0,13
751.6454478334955,failure,10,2,0,0,0,12
751.6454478334955,repair_start,10,2,1,0,1,12
751.6585271394254,repair_finish,10,3,0,0,0,13
759.7910207845068,failure,10,2,0,0,0,12
759.7910207845068,repair_start,10,2,1,0,1,12
759.9236250919339,repair_finish,10,3,0,0,0,13
774.3190229360171,failure,10,2,0,0,0,12
774.3190229360171,repair_start,10,2,1,0,1,12
775.1611061632666,repair_finish,10,3,0,0,0,13
786.2351069999543,failure,10,2,0,0,0,12
786.2351069999543,repair_start,10,2,1,0,1,12
786.4156425990461,repair_finish,10,3,0,0,0,13
789.6613172000247,failure,10,2,0,0,0,12
789.6613172000247,repair_start,10,2,1,0,1,12
789.7017510776564,repair_finish,10,3,0,0,0,13
794.9089446444711,failure,10,2,0,0,0,12
794.9089446444711,repair_start,10,2,1,0,1,12
795.2549313909834,repair_finish,10,3,0,0,0,13
814.0223161755328,failure,10,2,0,0,0,12
814.0223161755328,repair_start,10,2,1,0,1,12
815.0116484369349,repair_finish,10,3,0,0,0,13
816.7124308926576,failure,10,2,0,0,0,12
816.7124308926576,repair_start,10,2,1,0,1,12
818.4453070619829,repair_finish,10,3,0,0,0,13
835.2393515287544,failure,10,2,0,0,0,12
835.2393515287544,repair_start,10,2,1,0,1,12
835.4688626186954,repair_finish,10,3,0,0,0,13
855.0977518661832,failure,10,2,0,0,0,12
855.0977518661832,repair_start,10,2,1,0,1,12
855.5690090333426,repair_finish,10,3,0,0,0,13
880.8690007265459,failure,10,2,0,0,0,12
880.8690007265459,repair_start,10,2,1,0,1,12
883.7096481600549,repair_finish,10,3,0,0,0,13
886.4897560908063,failure,10,2,0,0,0,12
886.4897560908063,repair_start,10,2,1,0,1,12
886.8634195270063,repair_finish,10,3,0,0,0,13
912.0613280149081,failure,10,2,0,0,0,12
912.0613280149081,repair_start,10,2,1,0,1,12
912.819649501213,repair_finish,10,3,0,0,0,13
914.7397306475598,failure,10,2,0,0,0,12
914.7397306475598,repair_start,10,2,1,0,1,12
916.0296906671929,repair_finish,10,3,0,0,0,13
917.5126446411173,failure,10,2,0,0,0,12
917.5126446411173,repair_start,10,2,1,0,1,12
917.6714646548934,repair_finish,10,3,0,0,0,13
933.9237597470818,failure,10,2,0,0,0,12
933.9237597470818,repair_start,10,2,1,0,1,12
933.9855919236173,repair_finish,10,3,0,0,0,13
958.7756718455677,failure,10,2,0,0,0,12
958.7756718455677,repair_start,10,2,1,0,1,12
961.0150557045666,repair_finish,10,3,0,0,0,13
967.3518173142927,failure,10,2,0,0,0,12
967.3518173142927,repair_start,10,2,1,0,1,12
967.9116473484397,repair_finish,10,3,0,0,0,13
975.960842159927,failure,10,2,0,0,0,12
975.960842159927,repair_start,10,2,1,0,1,12
976.0250440082413,repair_finish,10,3,0,0,0,13
1007.79965248048,failure,10,2,0,0,0,12
1007.79965248048,repair_start,10,2,1,0,1,12
1008.8707098180275,repair_finish,10,3,0,0,0,13
1015.1862881362939,failure,10,2,0,0,0,12
1015.1862881362939,repair_start,10,2,1,0,1,12
1016.0954977600476,repair_finish,10,3,0,0,0,13
1017.3490813701344,failure,10,2,0,0,0,12
1017.3490813701344,repair_start,10,2,1,0,1,12
1018.4064867742677,repair_finish,10,3,0,0,0,13
1049.0544505206813,failure,10,2,0,0,0,12
1049.0544505206813,repair_start,10,2,1,0,1,12
1049.3601498693315,repair_finish,10,3,0,0,0,13
1088.5263475605566,failure,10,2,0,0,0,12
1088.5263475605566,repair_start,10,2,1,0,1,12
1088.765927542995,repair_finish,10,3,0,0,0,13
1091.3170783769674,failure,10,2,0,0,0,12
1091.3170783769674,repair_start,10,2,1,0,1,12
1093.0742278089442,repair_finish,10,3,0,0,0,13
1120.9830191889139,failure,10,2,0,0,0,12
1120.9830191889139,repair_start,10,2,1,0,1,12
1122.3810993244674,repair_finish,10,3,0,0,0,13
1125.0383042809417,failure,10,2,0,0,0,12
1125.0383042809417,repair_start,10,2,1,0,1,12
1126.574635357548,repair_finish,10,3,0,0,0,13
1161.3441660488954,failure,10,2,0,0,0,12
1161.3441660488954,repair_start,10,2,1,0,1,12
1162.6890523436236,repair_finish,10,3,0,0,0,13
1176.524619437093,failure,10,2,0,0,0,12
1176.524619437093,repair_start,10,2,1,0,1,12
1177.223320201846,repair_finish,10,3,0,0,0,13
1191.7382255127736,failure,10,2,0,0,0,12
1191.7382255127736,repair_start,10,2,1,0,1,12
1192.420677972416,repair_finish,10,3,0,0,0,13
1201.9672894612852,failure,10,2,0,0,0,12
1201.9672894612852,repair_start,10,2,1,0,1,12
1202.5525626740746,repair_finish,10,3,0,0,0,13
1207.9991179350857,failure,10,2,0,0,0,12
1207.9991179350857,repair_start,10,2,1,0,1,12
1208.2764884422124,repair_finish,10,3,0,0,0,13
1212.0741720099054,failure,10,2,0,0,0,12
1212.0741720099054,repair_start,10,2,1,0,1,12
1212.4793956905319,failure,10,1,1,0,1,11
1212.4793956905319,repair_queue,10,1,2,1,1,11
1213.3696590048626,repair_finish,10,2,1,1,0,12
1213.3696590048626,repair_start,10,2,1,0,1,12
1214.3683258898607,failure,10,1,1,0,1,11
1214.3683258898607,repair_queue,10,1,2,1,1,11
1214.4588806372071,repair_finish,10,2,1,1,0,12
1214.4588806372071,repair_start,10,2,1,0,1,12
1216.7679218479627,repair_finish,10,3,0,0,0,13
1224.632716494373,failure,10,2,0,0,0,12
1224.632716494373,repair_start,10,2,1,0,1,12
1224.8821776116945,repair_finish,10,3,0,0,0,13
1228.691025447322,failure,10,2,0,0,0,12
1228.691025447322,repair_start,10,2,1,0,1,12
1229.040751228898,repair_finish,10,3,0,0,0,13
1229.6021233850802,failure,10,2,0,0,0,12
1229.6021233850802,repair_start,10,2,1,0,1,12
1229.9542443977418,repair_finish,10,3,0,0,0,13
1231.5937009179706,failure,10,2,0,0,0,12
1231.5937009179706,repair_start,10,2,1,0,1,12
1231.763661149333,repair_finish,10,3,0,0,0,13
1234.8404427249657,failure,10,2,0,0,0,12
1234.8404427249657,repair_start,10,2,1,0,1,12
1235.1446549282375,repair_finish,10,3,0,0,0,13
1245.7663467867947,failure,10,2,0,0,0,12
1245.7663467867947,repair_start,10,2,1,0,1,12
1247.1717822036433,failure,10,1,1,0,1,11
1247.1717822036433,repair_queue,10,1,2,1,1,11
1247.4872876045504,repair_finish,10,2,1,1,0,12
1247.4872876045504,repair_start,10,2,1,0,1,12
1249.2504737063089,repair_finish,10,3,0,0,0,13
1255.8044378541044,failure,10,2,0,0,0,12
1255.8044378541044,repair_start,10,2,1,0,1,12
1256.267090944735,failure,10,1,1,0,1,11
1256.267090944735,repair_queue,10,1,2,1,1,11
1256.4467511199232,repair_finish,10,2,1,1,0,12
1256.4467511199232,repair_start,10,2,1,0,1,12
1256.831037568562,repair_finish,10,3,0,0,0,13
1261.5487395184944,failure,10,2,0,0,0,12
1261.5487395184944,repair_start,10,2,1,0,1,12
1262.211478362642,repair_finish,10,3,0,0,0,13
1277.4365719871257,failure,10,2,0,0,0,12
1277.4365719871257,repair_start,10,2,1,0,1,12
1279.9303298753546,repair_finish,10,3,0,0,0,13
1282.1753547200587,failure,10,2,0,0,0,12
1282.1753547200587,repair_start,10,2,1,0,1,12
1283.0264837263376,repair_finish,10,3,0,0,0,13
1294.9906889603449,failure,10,2,0,0,0,12
1294.9906889603449,repair_start,10,2,1,0,1,12
1295.007230501808,repair_finish,10,3,0,0,0,13
1300.6052599786635,failure,10,2,0,0,0,12
1300.6052599786635,repair_start,10,2,1,0,1,12
1302.0998699535726,repair_finish,10,3,0,0,0,13
1304.8313176023107,failure,10,2,0,0,0,12
1304.8313176023107,repair_start,10,2,1,0,1,12
1306.7707287904404,repair_finish,10,3,0,0,0,13
1316.262034446873,failure,10,2,0,0,0,12
1316.262034446873,repair_start,10,2,1,0,1,12
1317.0852897469456,repair_finish,10,3,0,0,0,13
1331.2071365469726,failure,10,2,0,0,0,12
1331.2071365469726,repair_start,10,2,1,0,1,12
1333.7700994057147,repair_finish,10,3,0,0,0,13
1335.824285396712,failure,10,2,0,0,0,12
1335.824285396712,repair_start,10,2,1,0,1,12
1337.5530984757906,repair_finish,10,3,0,0,0,13
1337.8861106995005,failure,10,2,0,0,0,12
1337.8861106995005,repair_start,10,2,1,0,1,12
1338.8332494206707,repair_finish,10,3,0,0,0,13
1347.5188109618102,failure,10,2,0,0,0,12
1347.5188109618102,repair_start,10,2,1,0,1,12
1347.840950946723,repair_finish,10,3,0,0,0,13
1349.7000959528416,failure,10,2,0,0,0,12
1349.7000959528416,repair_start,10,2,1,0,1,12
1350.4783395543434,repair_finish,10,3,0,0,0,13
1350.7982369922283,failure,10,2,0,0,0,12
1350.7982369922283,repair_start,10,2,1,0,1,12
1351.1005797543462,repair_finish,10,3,0,0,0,13
1354.7888696828384,failure,10,2,0,0,0,12
1354.7888696828384,repair_start,10,2,1,0,1,12
1355.1433699123488,repair_finish,10,3,0,0,0,13
1362.6816388342,failure,10,2,0,0,0,12
1362.6816388342,repair_start,10,2,1,0,1,12
1362.706413303865,repair_finish,10,3,0,0,0,13
1374.366810741394,failure,10,2,0,0,0,12
1374.366810741394,repair_start,10,2,1,0,1,12
1376.571370987914,repair_finish,10,3,0,0,0,13
1379.402084059719,failure,10,2,0,0,0,12
1379.402084059719,repair_start,10,2,1,0,1,12
1381.1197125823132,repair_finish,10,3,0,0,0,13
1391.5933356669796,failure,10,2,0,0,0,12
1391.5933356669796,repair_start,10,2,1,0,1,12
1393.4405262469982,repair_finish,10,3,0,0,0,13
1394.7805302224024,failure,10,2,0,0,0,12
1394.7805302224024,repair_start,10,2,1,0,1,12
1395.8685251795525,repair_finish,10,3,0,0,0,13
1398.2463812729013,failure,10,2,0,0,0,12
1398.2463812729013,repair_start,10,2,1,0,1,12
1398.908751906758,repair_finish,10,3,0,0,0,13
1402.7214644599412,failure,10,2,0,0,0,12
1402.7214644599412,repair_start,10,2,1,0,1,12
1402.81948167602,repair_finish,10,3,0,0,0,13
1425.4536541058278,failure,10,2,0,0,0,12
1425.4536541058278,repair_start,10,2,1,0,1,12
1426.4545900821915,repair_finish,10,3,0,0,0,13
1432.279655055723,failure,10,2,0,0,0,12
1432.279655055723,repair_start,10,2,1,0,1,12
1433.7173795784029,repair_finish,10,3,0,0,0,13
1453.4259866273758,failure,10,2,0,0,0,12
1453.4259866273758,repair_start,10,2,1,0,1,12
1454.3460635663864,repair_finish,10,3,0,0,0,13
1479.1002809875515,failure,10,2,0,0,0,12
1479.1002809875515,repair_start,10,2,1,0,1,12
1479.4360319098025,repair_finish,10,3,0,0,0,13
1481.4857155930717,failure,10,2,0,0,0,12
1481.4857155930717,repair_start,10,2,1,0,1,12
1482.2649389589014,repair_finish,10,3,0,0,0,13
1482.304971820909,failure,10,2,0,0,0,12
1482.304971820909,repair_start,10,2,1,0,1,12
1482.8628740189376,repair_finish,10,3,0,0,0,13
1506.064030140263,failure,10,2,0,0,0,12
1506.064030140263,repair_start,10,2,1,0,1,12
1506.6346441249852,repair_finish,10,3,0,0,0,13
1509.0194422655932,failure,10,2,0,0,0,12
1509.0194422655932,repair_start,10,2,1,0,1,12
1510.008284680665,repair_finish,10,3,0,0,0,13
1525.1409932592437,failure,10,2,0,0,0,12
1525.1409932592437,repair_start,10,2,1,0,1,12
1525.7175155315206,repair_finish,10,3,0,0,0,13
1529.926126497474,failure,10,2,0,0,0,12
1529.926126497474,repair_start,10,2,1,0,1,12
1530.1390850017674,repair_finish,10,3,0,0,0,13
1532.5891080846825,failure,10,2,0,0,0,12
1532.5891080846825,repair_start,10,2,1,0,1,12
1533.0845530400213,repair_finish,10,3,0,0,0,13
1547.8841210064738,failure,10,2,0,0,0,12
1547.8841210064738,repair_start,10,2,1,0,1,12
1547.954863144867,repair_finish,10,3,0,0,0,13
1559.2765032910324,failure,10,2,0,0,0,12
1559.2765032910324,repair_start,10,2,1,0,1,12
1559.7297009856563,repair_finish,10,3,0,0,0,13
1566.3060488548108,failure,10,2,0,0,0,12
1566.3060488548108,repair_start,10,2,1,0,1,12
1567.3548922672383,repair_finish,10,3,0,0,0,13
1573.9945556949735,failure,10,2,0,0,0,12
1573.9945556949735,repair_start,10,2,1,0,1,12
1574.1015281382713,repair_finish,10,3,0,0,0,13
1578.071390687993,failure,10,2,0,0,0,12
1578.071390687993,repair_start,10,2,1,0,1,12
1579.056072216498,repair_finish,10,3,0,0,0,13
1617.3152510274554,failure,10,2,0,0,0,12
1617.3152510274554,repair_start,10,2,1,0,1,12
1618.3117659834656,repair_finish,10,3,0,0,0,13
1624.5946005312333,failure,10,2,0,0,0,12
1624.5946005312333,repair_start,10,2,1,0,1,12
1627.054928898061,repair_finish,10,3,0,0,0,13
1635.5740047010186,failure,10,2,0,0,0,12
1635.5740047010186,repair_start,10,2,1,0,1,12
1636.1130942374818,repair_finish,10,3,0,0,0,13
1639.6657313032322,failure,10,2,0,0,0,12
1639.6657313032322,repair_start,10,2,1,0,1,12
1639.794711138438,repair_finish,10,3,0,0,0,13
1647.7687628141055,failure,10,2,0,0,0,12
1647.7687628141055,repair_start,10,2,1,0,1,12
1650.63422544495,repair_finish,10,3,0,0,0,13
1661.3992311127174,failure,10,2,0,0,0,12
1661.3992311127174,repair_start,10,2,1,0,1,12
1662.4009393611198,repair_finish,10,3,0,0,0,13
1663.7798364568212,failure,10,2,0,0,0,12
1663.7798364568212,repair_start,10,2,1,0,1,12
1665.2880358573263,repair_finish,10,3,0,0,0,13
1666.7242716888018,failure,10,2,0,0,0,12
1666.7242716888018,repair_start,10,2,1,0,1,12
1666.7652433163098,repair_finish,10,3,0,0,0,13
1674.748680124718,failure,10,2,0,0,0,12
1674.748680124718,repair_start,10,2,1,0,1,12
1675.0959518325867,failure,10,1,1,0,1,11
1675.0959518325867,repair_queue,10,1,2,1,1,11
1675.932602049284,repair_finish,10,2,1,1,0,12
1675.932602049284,repair_start,10,2,1,0,1,12
1677.9003675810254,repair_finish,10,3,0,0,0,13
1679.9414478013111,failure,10,2,0,0,0,12
1679.9414478013111,repair_start,10,2,1,0,1,12
1679.980107477292,repair_finish,10,3,0,0,0,13
1689.4325796668174,failure,10,2,0,0,0,12
1689.4325796668174,repair_start,10,2,1,0,1,12
1690.5343823501662,repair_finish,10,3,0,0,0,13
1694.9591615419313,failure,10,2,0,0,0,12
1694.9591615419313,repair_start,10,2,1,0,1,12
1695.4085844301144,repair_finish,10,3,0,0,0,13
1728.848370318297,failure,10,2,0,0,0,12
1728.848370318297,repair_start,10,2,1,0,1,12
1731.2623007037039,repair_finish,10,3,0,0,0,13
1734.6334998450802,failure,10,2,0,0,0,12
1734.6334998450802,repair_start,10,2,1,0,1,12
1735.575870296007,repair_finish,10,3,0,0,0,13
1751.5724652275132,failure,10,2,0,0,0,12
1751.5724652275132,repair_start,10,2,1,0,1,12
1752.0442638029028,repair_finish,10,3,0,0,0,13
1784.597370841135,failure,10,2,0,0,0,12
1784.597370841135,repair_start,10,2,1,0,1,12
1785.3073052953691,repair_finish,10,3,0,0,0,13
1786.8650116437095,failure,10,2,0,0,0,12
